FID,osm_id,man_made,operator,ref,name,owner,location,colour,ref-FR-PTT,ref-FR-Orange,street_cabinet,telecom,telecom-medium,ref-FR-SFR,description,note,source,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
telecom_exchange_point.7577466204,7577466204,,Orange,CBJ 24,NRA Cubjac,,,,,,,exchange,copper,,,,,1,2020-06-01T10:27:54Z,POINT (104471.39401839837 5656438.804834884),,node
telecom_exchange_point.7577466205,7577466205,,Orange,DAG 24,NRA Daglan,,,,,,,exchange,copper,,,,,1,2020-06-01T10:27:54Z,POINT (133028.12733185143 5580960.409750433),,node
telecom_exchange_point.7577466206,7577466206,,Orange,DS7 24,NRA Doissat,,,,,,,exchange,copper,,,,,1,2020-06-01T10:27:54Z,POINT (116891.56564103272 5579703.799174315),,node
telecom_exchange_point.7577466207,7577466207,,Orange,DOU 24,NRA Douville,,,,,,,exchange,copper,,,,,1,2020-06-01T10:27:54Z,POINT (66160.83578968959 5619519.913108266),,node
telecom_exchange_point.7577605036,7577605036,,Orange,VRS 24,NRA Les Versannes La Douze,,,,,,,exchange,copper,,,,,1,2020-06-01T11:22:22Z,POINT (95789.68711897267 5635142.514206437),,node
telecom_exchange_point.7577605037,7577605037,,Orange,DUS 24,NRA Dussac,,,,,,,exchange,copper,,,,,2,2024-05-16T10:02:23Z,POINT (120515.42694846971 5683677.420469179),,node
telecom_exchange_point.7577605038,7577605038,,Orange,ECH 24,NRA Echourgnac,,,,,,,exchange,copper,,,,,2,2022-05-27T15:55:14Z,POINT (25665.287463741344 5641328.851836139),,node
telecom_exchange_point.7577605039,7577605039,,Orange,EGL 24,NRA Eglise-Neuve-de-Vergt,,,,,,,exchange,copper,,,,,1,2020-06-01T11:22:22Z,POINT (81638.33043526672 5634514.435590361),,node
telecom_exchange_point.7577605040,7577605040,,Orange,ETO 24,NRA Étouars,,,,,,,exchange,copper,,,,,1,2020-06-01T11:22:22Z,POINT (69866.81748548477 5716835.464013363),,node
telecom_exchange_point.7577605041,7577605041,,Orange,EXC 24,NRA Excideuil,,,,,,,exchange,copper,,,,,2,2021-12-21T11:31:29Z,POINT (116405.7005915164 5674571.76546513),,node
telecom_exchange_point.7577605042,7577605042,,Orange,EYG 24,NRA Eygurande,,,,,,,exchange,copper,,,,,2,2022-05-27T15:55:14Z,POINT (13589.538345621379 5632036.272387497),,node
telecom_exchange_point.7577605043,7577605043,,Orange,EYM 24,NRA Eymet,,,,,,,exchange,copper,,,,,1,2020-06-01T11:22:22Z,POINT (44248.42892321463 5569556.704718902),,node
telecom_exchange_point.7577716379,7577716379,,Orange,EYZ 24,NRA Les Eyzies,,,,,,,exchange,copper,,,,,2,2021-12-19T14:05:55Z,POINT (112893.78216402113 5611380.145400068),,node
telecom_exchange_point.7577716380,7577716380,,Orange,FAS 24,NRA Faurilles,,,,,,,exchange,copper,,,,,1,2020-06-01T12:05:05Z,POINT (76004.09478384862 5575641.023556968),,node
telecom_exchange_point.7577716381,7577716381,,Orange,FIR 24,NRA Firbeix,,,,,,,exchange,copper,,,,,1,2020-06-01T12:05:05Z,POINT (108505.02237144539 5716538.234231147),,node
telecom_exchange_point.7577716382,7577716382,,Orange,FLE 24,NRA Le Fleix,,,,,,,exchange,copper,,,,,1,2020-06-01T12:05:05Z,POINT (27159.81841933552 5601823.716958603),,node
telecom_exchange_point.7577716383,7577716383,,Orange,FNQ 24,NRA Fonroque,,,,,,,exchange,copper,,,,,2,2024-12-24T07:41:09Z,POINT (46505.58744633536 5574647.039085309),,node
telecom_exchange_point.7577716384,7577716384,street_cabinet,Orange,EFG 24,NRA MeD Fougueyrolles École,,,,,,,exchange,copper,,,,,2,2024-10-15T09:09:01Z,POINT (20706.46055881326 5600326.445379062),,node
telecom_exchange_point.7577728685,7577728685,street_cabinet,Orange,FGK 24,NRA MeD Fougueyrolles Calabre,,,,,,telecom,exchange,copper,,,,,1,2020-06-01T12:05:05Z,POINT (23523.968002740094 5601444.015462266),,node
telecom_exchange_point.7577848272,7577848272,,Orange,FRE 24,NRA Fraisse,,,,,,,exchange,copper,,,,,1,2020-06-01T13:00:54Z,POINT (34037.72655384516 5610264.8049203195),,node
telecom_exchange_point.7577848273,7577848273,,Orange,GAR 24,NRA Gardonne,,,,,,,exchange,copper,,,,,1,2020-06-01T13:00:54Z,POINT (36881.906147766065 5595838.613636575),,node
telecom_exchange_point.7577848274,7577848274,,Orange,GEN 24,NRA Génis,,,,,,,exchange,copper,,,,,1,2020-06-01T13:00:54Z,POINT (129355.15186507645 5672881.675583451),,node
telecom_exchange_point.7577848275,7577848275,,Orange,GN2 24,NRA Ginestet,,,,,,,exchange,copper,,,,,1,2020-06-01T13:00:54Z,POINT (47662.363934913665 5607362.492741071),,node
telecom_exchange_point.7577848276,7577848276,,Orange,GON 24,NRA La Gonterie,,,,,,,exchange,copper,,,,,2,2022-01-30T18:21:04Z,POINT (65560.05562982736 5683083.775802409),,node
telecom_exchange_point.7577848277,7577848277,,Orange,GRB 24,NRA Grand-Brassac,,,,,,,exchange,copper,,,,,2,2022-01-30T18:21:04Z,POINT (53622.3204163929 5667758.4692763565),,node
telecom_exchange_point.7577848278,7577848278,,Orange,GRI 24,NRA Grignols,,,,,,,exchange,copper,,,,,1,2020-06-01T13:00:54Z,POINT (60890.247518845856 5635203.232213332),,node
telecom_exchange_point.7577848279,7577848279,,Orange,HAU 24,NRA Hautefort,,,,,,,exchange,copper,,,,,2,2021-12-21T11:31:29Z,POINT (127267.9114127026 5662451.111822177),,node
telecom_exchange_point.7590272834,7590272834,street_cabinet,Orange,K1C 24,NRA MeD Châtres,,,,,,telecom,exchange,copper,,,,,4,2022-04-05T21:53:11Z,POINT (134279.04671379362 5651041.623727782),,node
telecom_exchange_point.7598250039,7598250039,street_cabinet,SFR,,,SFR,,,,,telecom,exchange,fibre,,,,,1,2020-06-06T15:25:48Z,POINT (-436326.595939171 6087908.930012993),,node
telecom_exchange_point.7599811294,7599811294,,Orange,ISA 24,NRA Issac,,,,,,,exchange,copper,,,,,1,2020-06-07T10:59:54Z,POINT (50687.1371387485 5624136.218795362),,node
telecom_exchange_point.7599811295,7599811295,,Orange,ISS 24,NRA Issigeac,,,,,,,exchange,copper,,,,,2,2024-02-17T19:36:42Z,POINT (67317.23379199918 5579393.407077101),,node
telecom_exchange_point.7599811296,7599811296,,Orange,JAV 24,NRA Javerlhac,,,,,,,exchange,copper,,,,,1,2020-06-07T10:59:54Z,POINT (62555.20861484452 5711617.823221057),,node
telecom_exchange_point.7599811297,7599811297,,Orange,JOU 24,NRA Journiac,,,,,,,exchange,copper,,,,,2,2022-01-02T11:49:16Z,POINT (99039.6596526823 5619500.663768324),,node
telecom_exchange_point.7599811298,7599811298,street_cabinet,Orange,91K 24,NRA ZO Jumilhac Les Perrinches,,,,,,telecom,exchange,copper,,,,,2,2022-10-02T08:22:54Z,POINT (120575.49494570178 5700553.541117757),,node
telecom_exchange_point.7599811299,7599811299,,Orange,JUM 24,NRA Jumilhac Le Grand,,,,,,,exchange,copper,,,,,2,2022-10-02T08:22:54Z,POINT (118104.1354583966 5699394.476869046),,node
telecom_exchange_point.7599811300,7599811300,,Orange,LAE 24,NRA Lacropte,,,,,,,exchange,copper,,,,,3,2023-02-12T19:12:59Z,POINT (92538.07818874839 5627444.292590297),,node
telecom_exchange_point.7599811301,7599811301,,Orange,RUD 24,NRA Rudeau-Ladosse,,,,,,,exchange,copper,,,,,2,2023-11-25T13:56:04Z,POINT (61544.204999460024 5697151.384324259),,node
telecom_exchange_point.7599811302,7599811302,,Orange,LAL 24,NRA Lalinde,,,,,,,exchange,copper,,,,,2,2024-12-03T14:13:01Z,POINT (82117.77235016428 5595664.129206121),,node
telecom_exchange_point.7599811303,7599811303,,Orange,LAM 24,NRA Lamonzie Saint Martin,,,,,,,exchange,copper,,,,,2,2022-08-22T13:34:54Z,POINT (42491.86301824217 5596707.946324286),,node
telecom_exchange_point.7599891823,7599891823,,Orange,LAO 24,NRA Lanouaille,,,,,,,exchange,copper,,,,,2,2024-05-16T10:02:23Z,POINT (126991.86133943341 5683589.377865234),,node
telecom_exchange_point.7599891824,7599891824,,Orange,LAR 24,NRA Le Lardin Saint-Lazare,,,,,,,exchange,copper,,,,,4,2023-10-31T23:05:04Z,POINT (136537.26277207688 5641653.434470079),,node
telecom_exchange_point.7599891825,7599891825,,Orange,LEC 24,NRA Les Lèches,,,,,,,exchange,copper,,,,,1,2020-06-07T11:55:59Z,POINT (45674.387072480145 5614970.608852994),,node
telecom_exchange_point.7599891826,7599891826,,Orange,LIL 24,NRA Limeuil,,,,,,,exchange,copper,,,,,2,2023-06-08T10:28:18Z,POINT (98885.3263106465 5603576.186654768),,node
telecom_exchange_point.7599891827,7599891827,,Orange,LIM 24,NRA Limeyrat,,,,,,,exchange,copper,,,,,2,2023-04-13T11:50:53Z,POINT (109225.47098391037 5646529.6731276205),,node
telecom_exchange_point.7599891828,7599891828,street_cabinet,Orange,MZK 24,NRA MeD Manzac sur Vern,,,,,,,exchange,copper,,,,,2,2023-06-04T14:05:50Z,POINT (65049.84500767455 5634829.7228375925),,node
telecom_exchange_point.7599891829,7599891829,,Orange,MSQ 24,NRA Marcillac Saint-Quentin,,,,,,,exchange,copper,,,,,2,2020-09-13T15:14:13Z,POINT (134750.46249340495 5612157.9823672045),,node
telecom_exchange_point.7599891830,7599891830,street_cabinet,Orange,12M 24,NRA ZAC Borne 120 Marcillac,,,,,,telecom,exchange,copper,,50 lignes,,,1,2020-06-07T11:55:59Z,POINT (137601.955777871 5614976.759882627),,node
telecom_exchange_point.7599929707,7599929707,,Orange,VMA 24,NRA Vieux-Mareuil,,,,,,,exchange,copper,,,,,3,2023-07-15T17:47:20Z,POINT (55939.791839625424 5689020.550293584),,node
telecom_exchange_point.7599929708,7599929708,,Orange,BEC 24,NRA Beaussac,,,,,,,exchange,copper,,,,,1,2020-06-07T12:28:57Z,POINT (54550.14610825667 5698385.087063913),,node
telecom_exchange_point.7599929709,7599929709,,Orange,MSB 24,NRA Mareuil-sur-Belle,,,,,,,exchange,copper,,,,,3,2023-04-12T10:21:17Z,POINT (50302.561693904965 5692857.305050129),,node
telecom_exchange_point.7599929710,7599929710,,Orange,MAY 24,NRA Marquay,,,,,,,exchange,copper,,,,,2,2021-12-19T14:05:55Z,POINT (126338.71649110202 5612762.078080289),,node
telecom_exchange_point.7599929711,7599929711,,Orange,MAS 24,NRA Marsac sur l'Isle,,,,,,,exchange,copper,,,,,4,2022-01-09T13:13:07Z,POINT (70880.27012966674 5650425.069330143),,node
telecom_exchange_point.7599929712,7599929712,,Orange,MAN 24,NRA Maurens,,,,,,,exchange,copper,,,,,1,2020-06-07T12:28:57Z,POINT (54000.4949905158 5611341.995967682),,node
telecom_exchange_point.7617517382,7617517382,,Orange,MZ2 24,NRA Mazeyrolles,,,,,,,exchange,copper,,,,,1,2020-06-13T09:36:20Z,POINT (114617.60900675127 5574943.0631846115),,node
telecom_exchange_point.7617517383,7617517383,,Orange,MEN 24,NRA Lavaure Mensignac,,,,,,,exchange,copper,,,,,3,2021-03-10T21:30:20Z,POINT (63858.19212263072 5658970.540904886),,node
telecom_exchange_point.7617517384,7617517384,street_cabinet,Orange,MI2 24,NRA Miallet-Montetchabroulet,,,,,,telecom,exchange,copper,,,,,1,2020-06-13T09:36:20Z,POINT (98724.79247297352 5714859.559410538),,node
telecom_exchange_point.7617550985,7617550985,,Orange,MIA 24,NRA Miallet,,,,,,,exchange,copper,,,,,1,2020-06-13T09:36:20Z,POINT (100745.08538358432 5708529.103156064),,node
telecom_exchange_point.7617550986,7617550986,,Orange,MIH 24,NRA Milhac de Nontron,,,,,,,exchange,copper,,,,,1,2020-06-13T09:36:20Z,POINT (86752.09180748089 5695367.061121793),,node
telecom_exchange_point.7617550987,7617550987,,Orange,MD2 24,NRA Molières,,,,,,,exchange,copper,,,,,2,2024-12-03T13:47:31Z,POINT (91641.51100989936 5591865.6610185625),,node
telecom_exchange_point.7617550988,7617550988,,Orange,MZC 24,NRA Monbazillac,,,,,,,exchange,copper,,,,,2,2024-12-03T09:47:22Z,POINT (54635.14967142642 5589064.7622790085),,node
telecom_exchange_point.7617619530,7617619530,,Orange,MNT 24,NRA Monestier,,,,,,,exchange,copper,,,,,2,2023-09-13T20:26:16Z,POINT (36360.49678483945 5585935.546462699),,node
telecom_exchange_point.7617619531,7617619531,,Orange,MPZ 24,NRA Monpazier,,,,,,,exchange,copper,,,,,1,2020-06-13T10:33:30Z,POINT (99543.28016098014 5571967.662631307),,node
telecom_exchange_point.7617619532,7617619532,street_cabinet,Orange,92A 24,NRA ZO Monsac,,,,,,telecom,exchange,copper,,,,,1,2020-06-13T10:33:30Z,POINT (77736.43756762444 5587203.310108863),,node
telecom_exchange_point.7617619533,7617619533,,Orange,MTZ 24,NRA Montazeau,,,,,,,exchange,copper,,,,,3,2022-08-22T13:34:54Z,POINT (14485.693642354468 5604857.220524497),,node
telecom_exchange_point.7617619534,7617619534,,Orange,MOT 24,NRA Montcaret,,,,,,,exchange,copper,,,,,1,2020-06-13T10:33:30Z,POINT (7092.8772031805365 5598695.409480372),,node
telecom_exchange_point.7617619535,7617619535,,Orange,MDP 24,NRA Montferrand-du-Périgord,,,,,,,exchange,copper,,,,,2,2024-04-07T10:26:57Z,POINT (96584.28564425507 5582474.936606413),,node
telecom_exchange_point.7617619536,7617619536,,Orange,MOG 24,NRA Montignac,,,,,,,exchange,copper,,,,,1,2020-06-13T10:33:30Z,POINT (129675.87445000098 5631696.149381096),,node
telecom_exchange_point.7617619537,7617619537,,Orange,MON 24,NRA Montpon-Ménestérol,,,,,,,exchange,copper,,,,,2,2023-11-19T17:23:09Z,POINT (18696.987902707562 5622973.119117314),,node
telecom_exchange_point.7617619538,7617619538,,Orange,MYD 24,NRA Mouleydier,,,,,,,exchange,copper,,,,,2,2024-12-03T14:23:48Z,POINT (65561.54731100399 5598734.227911353),,node
telecom_exchange_point.7617619539,7617619539,,Orange,MF2 24,NRA Moulin-Neuf,,,,,,,exchange,copper,,,,,1,2020-06-13T10:33:30Z,POINT (7255.715354312937 5623533.707380695),,node
telecom_exchange_point.7617619540,7617619540,,Orange,MUS 24,NRA Mussidan,,,,,,,exchange,copper,,,,,2,2022-10-13T17:37:39Z,POINT (40746.52924989075 5627173.576239636),,node
telecom_exchange_point.7617638543,7617638543,,Orange,NAD 24,NRA Nadaillac,,,,,,,exchange,copper,,,,,1,2020-06-13T11:24:13Z,POINT (155107.55796231263 5628205.6185908485),,node
telecom_exchange_point.7617638544,7617638544,street_cabinet,Orange,9C2 24,NRA ZO Naussannes,,,,,,,exchange,copper,,,,,3,2024-12-20T13:20:26Z,POINT (80681.63959944026 5583590.508027044),,node
telecom_exchange_point.7617638545,7617638545,,Orange,NEG 24,NRA Négrondes,,,,,,,exchange,copper,,,,,2,2021-12-21T11:31:29Z,POINT (96507.04104959361 5676238.003535505),,node
telecom_exchange_point.7617638546,7617638546,,Orange,NEU 24,NRA Neuvic,,,,,,,exchange,copper,,,,,1,2020-06-13T11:24:13Z,POINT (52446.66414217606 5637119.015921867),,node
telecom_exchange_point.7617638547,7617638547,,Orange,NON 24,NRA Nontron,,,,,,,exchange,copper,,,,,1,2020-06-13T11:24:13Z,POINT (74163.13757290576 5706285.370645403),,node
telecom_exchange_point.7617638548,7617638548,,Orange,MNX 24,NRA Marsaneix,,,,,,,exchange,copper,,,,,3,2021-03-10T21:30:20Z,POINT (87383.87444552903 5637021.682629788),,node
telecom_exchange_point.7617638549,7617638549,,Orange,NDS 24,NRA Notre-Dame-de-Sanilhac,,,,,,,exchange,copper,,,,,5,2022-01-09T13:13:07Z,POINT (79716.36603087363 5640695.024863432),,node
telecom_exchange_point.7617638550,7617638550,,Orange,CRF 24,NRA Pont du Cerf,,,,,,,exchange,copper,,,,,1,2020-06-13T11:24:13Z,POINT (77903.76189423582 5643507.118402735),,node
telecom_exchange_point.7617638551,7617638551,street_cabinet,Orange,CD0 24,NRA MeD Parcoul-Chenaud,,,,,,,exchange,copper,,,,,2,2024-04-09T18:12:44Z,POINT (11570.380893816666 5654605.665126582),,node
telecom_exchange_point.7617638552,7617638552,,Orange,PCL 24,NRA Parcoul,,,,,,,exchange,copper,,,,,2,2022-05-27T15:55:14Z,POINT (3922.1641469157253 5653839.432747284),,node
telecom_exchange_point.7617726162,7617726162,,Orange,P2U 24,NRA Paulin,,,,,,,exchange,copper,,,,,1,2020-06-13T12:04:23Z,POINT (149453.73008051488 5622797.070541573),,node
telecom_exchange_point.7617726163,7617726163,street_cabinet,Orange,9W2 24,NRA ZO Paussac-et-Saint-Vivien,,,,,,,exchange,copper,,,,,2,2024-10-07T10:53:40Z,POINT (60029.79238281016 5676492.746308908),,node
telecom_exchange_point.7617726164,7617726164,street_cabinet,Orange,PA2 24,NRA CNE 64 La Juvénie,,,,,,telecom,exchange,copper,,,,,1,2020-06-13T12:04:23Z,POINT (135671.23052955244 5693064.898456691),,node
telecom_exchange_point.7617726165,7617726165,,Orange,PAY 24,NRA Payzac,,,,,,,exchange,copper,,,,,1,2020-06-13T12:04:23Z,POINT (135357.24277382094 5684603.172507045),,node
telecom_exchange_point.7617726166,7617726166,,Orange,PAZ 24,NRA Pazayac,,,,,,,exchange,copper,,,,,1,2020-06-13T12:04:23Z,POINT (153663.67737502937 5641296.492037314),,node
telecom_exchange_point.7617726167,7617726167,,Orange,PIE 24,NRA Piégut,,,,,,,exchange,copper,,,,,2,2024-10-29T09:30:17Z,POINT (76578.7705231198 5720368.245963368),,node
telecom_exchange_point.7620065062,7620065062,street_cabinet,Orange,9Z1 24,NRA ZO Terrasson Leyraudie,,,,,,,exchange,copper,,,,,4,2023-06-05T21:55:10Z,POINT (146431.78439174622 5641762.399162893),,node
telecom_exchange_point.7620239659,7620239659,,Orange,NDS 24,NRO Notre-Dame-de-Sanilhac,,,,,,,exchange,fibre,,,,,3,2022-01-09T13:13:07Z,POINT (79717.86884399933 5640697.896184832),,node
telecom_exchange_point.7620261156,7620261156,,SFR,NO76AUM,,Seine-Maritime Numérique,,,,,,exchange,fibre,,,,,3,2023-05-07T19:41:39Z,POINT (194756.3211856946 6406733.0815933915),,node
telecom_exchange_point.7623777880,7623777880,street_cabinet,Orange,,,,,,56260VK1,,telecom,exchange,copper,,,,,1,2020-06-15T19:26:39Z,POINT (-311456.62880959536 6052850.677085154),,node
telecom_exchange_point.7643810072,7643810072,street_cabinet,Conseil Départemental des Vosges,,,,,white,,,telecom,exchange,copper,,,,,2,2020-06-25T09:59:34Z,POINT (743812.6032275084 6164967.013829806),,node
telecom_exchange_point.7650406049,7650406049,,Orange,SJV 19,NRA Saint-Julien-le-Vendômois,,,,,,,exchange,copper,,,,,3,2021-05-17T20:24:46Z,POINT (146931.330606681 5690952.373995241),,node
telecom_exchange_point.7650406050,7650406050,,NATHD,APO 19,NRO Arnac-Pompadour,DORSAL,,,,,,exchange,fibre,,,,,4,2025-02-07T13:27:29Z,POINT (154324.6479835635 5685077.594882993),,node
telecom_exchange_point.7650406051,7650406051,,NATHD,SJV 19,NRO Saint-Julien-le-Vendômois,DORSAL,,,,,,exchange,fibre,,,,,3,2021-03-06T18:12:42Z,POINT (147775.77799994062 5694113.079080785),,node
telecom_exchange_point.7650406052,7650406052,,NATHD,JUI 19,NRO Juillac,DORSAL,,,,,,exchange,fibre,,,,,3,2021-03-10T21:30:20Z,POINT (146949.5981351202 5672852.146890883),,node
telecom_exchange_point.7653123478,7653123478,street_cabinet,Conseil départemental des Vosges,,,,,white,,,,exchange,copper,,,,,2,2023-04-28T12:51:42Z,POINT (697679.0455194041 6151521.339625272),,node
telecom_exchange_point.7660605456,7660605456,street_cabinet,SFR,,,SFR,,,,,telecom,exchange,fibre,PTI1,POITIERS PTI 1 FTTH G2R : 8610000604,,,3,2022-01-10T11:02:51Z,POINT (36264.14976555787 5876686.469898962),,node
telecom_exchange_point.7662119556,7662119556,,Orange,,Orange,,,,69383MON,,,exchange,copper,,,,,2,2022-08-22T14:03:12Z,POINT (539633.3320490429 5741580.225906979),,node
telecom_exchange_point.7662119557,7662119557,,Orange,,Orange,,,,,,,exchange,fibre,,,,,2,2022-08-22T14:03:12Z,POINT (539615.1090484 5741592.3040749235),,node
telecom_exchange_point.7678040022,7678040022,,NATHD,AYE 19,NRO Ayen,DORSAL,,,,,,exchange,fibre,,,,,3,2021-03-10T21:30:20Z,POINT (147343.70252837564 5660974.265530427),,node
telecom_exchange_point.7678040025,7678040025,,Orange,TRO 19,NRA Troche,,,,,,,exchange,copper,,,,,2,2021-03-10T21:30:20Z,POINT (159704.80802919506 5682679.263973422),,node
telecom_exchange_point.7678040026,7678040026,,NATHD,PLN 19,NRO Perpezac-le-Noir,DORSAL,,,,,,exchange,fibre,,,,,3,2021-12-18T21:34:34Z,POINT (174840.1065600737 5672838.514642555),,node
telecom_exchange_point.7678040027,7678040027,,NATHD,VIG 19,NRO Vigeois,DORSAL,,,,,,exchange,fibre,,,,,4,2024-06-02T09:51:17Z,POINT (169904.87938719377 5681659.537732789),,node
telecom_exchange_point.7684976523,7684976523,street_cabinet,Orange,,,Orange,,,56024BH1,,telecom,exchange,copper,,,,,1,2020-07-05T14:09:40Z,POINT (-299676.221432499 6121693.421084048),,node
telecom_exchange_point.7685190906,7685190906,street_cabinet,,,,,,,,,,exchange,copper,,,,,3,2025-01-14T22:04:52Z,POINT (685551.1098240003 6291025.512994649),,node
telecom_exchange_point.7707711506,7707711506,street_cabinet,Orange,,,,,,35204NV2,,telecom,exchange,copper,,,,,1,2020-07-12T19:19:38Z,POINT (-172498.2227725102 6113842.437330387),,node
telecom_exchange_point.7712024348,7712024348,,Orange,,Orange,,,,,,,exchange,fibre,,,,,2,2025-02-23T21:56:34Z,POINT (537085.9747453731 5745061.985522939),,node
telecom_exchange_point.7712024349,7712024349,,Orange,,Orange,,,,69384CXR,,,exchange,copper,,,,,2,2025-02-23T21:56:34Z,POINT (537105.0771699933 5745061.682253705),,node
telecom_exchange_point.7712024350,7712024350,,Orange,,Orange,,,,,,,exchange,fibre,,,,,2,2024-08-04T21:15:45Z,POINT (538098.4700419343 5741205.491735086),,node
telecom_exchange_point.7712024352,7712024352,,Orange,,,,,,,,,exchange,fibre,,,,,1,2020-07-13T22:55:58Z,POINT (542404.6196403923 5741310.601427408),,node
telecom_exchange_point.7712024353,7712024353,,Orange,,,,,,69383MNE,,,exchange,copper,,,,,1,2020-07-13T22:55:58Z,POINT (542404.6196403923 5741276.553920035),,node
telecom_exchange_point.7712024356,7712024356,,Orange,,,,,,69387PAR,,,exchange,copper,,,,,1,2020-07-13T22:55:58Z,POINT (539339.0144473345 5739665.078275241),,node
telecom_exchange_point.7712024357,7712024357,,Orange,,,,,,,,,exchange,fibre,,,,,1,2020-07-13T22:55:58Z,POINT (539324.7989483603 5739650.035678802),,node
